District,Type,X12..Women.who.are.literate....,X39..Children.who.received.postnatal.care.from.a.doctor.nurse.LHV.ANM.midwife.other.health.personnel.within.2.days.of.delivery....,X48..Children.age.12.23.months.who.have.received.BCG....,X49..Children.age.12.23.months.who.have.received.3.doses.of.polio.vaccine....,X50..Children.age.12.23.months.who.have.received.3.doses.of.DPT.vaccine....,X51..Children.age.12.23.months.who.have.received.measles.vaccine....,X52..Children.age.12.23.months.who.have.received.3.doses.of.Hepatitis.B.vaccine....,X53..Children.age.9.59.months.who.received.a.vitamin.A.dose.in.last.6.months....,X67..Total.children.age.6.23.months.receiving.an.adequate.diet9.10....,X68..Children.under.5.years.who.are.stunted11....,X69..Children.under.5.years.who.are.wasted11....,X70..Children.under.5.years.who.are.severely.wasted12....,X71..Children.under.5.years.who.are.underweight11....,X76..Children.age.6.59.months.who.are.anaemic...11.0.g.dl.....,state
Hamirpur,Total,2.0733154871014734,0.7194363720584763,-0.32733352655939646,-0.3709379440720992,-0.26674501897648983,-0.21901632041741503,-0.05190504567506523,1.1775932420597783,0.9884567086659645,-0.6990336222481632,-1.0424921587058245,-0.6328574972283147,-1.1530956201600777,-0.9424220634232607,HP
Una,Total,1.6672700818656927,0.7422144444610727,0.29115463858725005,0.7779836239459661,0.07983357147181916,-0.3763141527677118,0.5895443839305547,0.7473665156438402,0.2278453929561793,-1.3833037231672878,-1.2902979144129052,-0.9944490503640562,-1.5565510723899618,0.04333799827058021,HP
Solan,Total,1.2688466893561812,0.8523084610736227,0.0029475684338810676,0.6330427492113796,0.6307182181571664,0.6805774731668968,0.8281971848143928,-0.08788057771759404,-0.22994088881627286,-0.8690889136008451,-0.39689295304790395,-1.1342644509098763,-0.2984183196646364,1.023957199147244,HP
Sirmaur,Total,0.9854463979885456,-0.37846671774667534,-0.057007916962988556,0.48527375984782506,0.8552525967939112,1.329992809584548,0.019242620316125975,0.1028857337291533,-0.3387686353875019,-1.2901782064741527,-0.14126175242375746,-0.1338611539009915,-0.6489895477121677,0.5927674981064563,HP
Shimla,Total,1.2425160999381615,0.6753987654134566,0.9085909531128998,1.1774548152876323,0.9179603962330025,1.2910428701454273,1.5055005563368327,-0.41670899444562126,0.3839895510801165,-0.5988224684153326,-0.7255616395646635,-1.3030071757065556,-0.6916381156011618,0.9057174003521545,HP
Kinnaur,Total,1.3769406880196313,0.9684766303268649,0.9085909531128998,0.6394060071265568,1.2200366774019569,1.4573291500585972,1.023713211829555,0.07137778439110168,0.020836092413080737,-1.802368548286397,-1.0698812159155544,-0.5460755244757367,-1.4533415380985961,1.7481759667671648,HP
Panchkula,Total,1.2383586384511056,0.9677173612467785,0.9085909531128998,1.6964138497031769,1.4722164299849674,1.4573291500585972,1.84779365807398,0.8877201081497056,-0.5079248066884339,-1.489588280262714,1.462954455574712,1.4402674074166026,-0.5705161827964187,0.6763064863855961,HR
Ambala,Total,1.536310045023436,-0.5660061805280532,0.9085909531128998,1.9155927334481613,1.4722164299849674,1.262579452862993,2.004654653960071,1.1225975486697255,0.23730867526672095,-1.6616680393695944,2.258541355476392,2.597360377450975,9.746269161019429e-4,1.2353751002536801,HR
Yamunanagar,Total,1.141351203753137,0.6032682028052341,0.9085909531128998,1.1732126433441807,1.1148494009234817,1.3374831825536102,1.091499570766044,-0.3153106847577107,0.22547957237854394,-0.6291894847283116,0.8108340458192367,0.9581453365689475,-0.09285222243968486,0.13651610058192784,HR
Kurukshetra,Total,0.8711162070945123,1.2182761576753398,0.9085909531128998,1.1873532164890186,1.1890199163890727,1.4573291500585972,0.5088730146177084,1.2830016543907141,0.059872131944065043,-0.4368650480794453,0.4586890245512801,1.030463647196096,-0.4937487605962292,0.48352420574142857,HR
Kaithal,Total,0.36529172616939237,0.0034456295368595186,0.750813359963245,1.4418835330960973,1.1013638526570104,0.9404934151933383,1.6012978073958384,1.3116452446980336,-0.4960957038002568,-0.26478528897256454,0.41956179996595144,0.6206598869755887,0.39334145149484767,0.7791237027291515,HR
Karnal,Total,0.7325341575259866,0.10974330074897644,0.9085909531128998,1.7388355691376898,1.3306181731870206,0.9704549070695856,1.5844912721223288,1.2658155002063225,-0.4014628806948404,0.48426778008091514,-0.10213452783842884,-0.12662932283827683,-0.033144227395093206,1.2610794043395694,HR
Panipat,Total,0.7463923624828384,-0.43693043691333966,0.9085909531128998,0.6005194309782532,0.7439968235955247,0.3487539506374631,0.21195755811903735,0.65857138569115,-0.6853613500110898,0.8486719758366622,0.5891131065023751,1.0063575436537133,0.6748219995622083,0.6184718021923457,HR
Sonipat,Total,0.9889109492277585,-0.1711862588830471,0.5509617419736816,0.40962169352294375,0.06971941027196636,0.6109170045546233,-0.4266907822743312,1.1856134473458277,-0.6971904528992668,0.4032890699129717,0.1326288196735424,0.5001293692636749,-0.2122682125288685,0.17507255671076136,HR
Jind,Total,0.6493849277848709,-0.277483930095164,0.6666653102834293,1.6681327034135012,1.0474216595911259,0.9180222962861533,1.1083061060395543,0.8418903636579946,-0.18853902870765318,-1.0340830355680304,0.797791637624127,1.5366918215861338,-0.3060950618846553,1.3317662405757635,HR
Fatehabad,Total,0.2752133939498508,1.2486469208788018,0.7718503723831993,1.2439155090683693,1.2699332059878998,1.142733485358005,0.6489274752302892,0.29766214781892536,0.03621392616771101,-0.7810245662932062,0.015247145917556536,0.09032560904316812,-0.24638706684006362,0.9397756032659575,HR
Sirsa,Total,0.17127685677345642,-0.292669311696895,0.9085909531128998,0.43083255324020014,0.723768501195818,0.4910710370496351,0.6713361889283016,0.36067804649502777,-1.2413291857554116,-0.20405125634660654,0.25001049342952775,-0.10252321929589393,-0.2378573532622647,1.0618710476739304,HR
Hisar,Total,0.3791499311262451,0.4665997683896553,0.5825172606036138,1.010596052178547,0.831652887327587,0.23639835610153734,0.4136359814011533,1.741299099307825,-0.8627978933337457,-1.0745723906520022,0.38043457538062286,0.4037049550941442,-0.8008184493969868,0.6763064863855961,HR
Bhiwani,Total,0.5800939030006079,-0.16359356808218148,0.5509617419736816,0.6075897175506717,0.575427470264635,-0.1306299193824873,-0.5331321723398925,0.3664067645564922,-0.6971904528992668,-0.11295020740766996,-0.6368732638379189,-0.6569636007706974,-0.5108081877518271,1.2160968721892635,HR
Rohtak,Total,0.704817747612281,0.7551220188225441,0.80340589101313,0.3177079680814987,0.20457489293667802,0.37871544251370937,-1.4350828986849127,0.14871547822086423,-0.5788994240174963,0.0388848741572246,-0.9107638359352185,-0.7533880149402286,-0.655813318574407,1.3124880125113472,HR
Jhajjar,Total,1.016627359141464,0.10215060994811109,0.6140727792335444,0.0914587977640949,-0.08536439479245185,-0.7748019947217947,-2.2417965918133778,1.1856134473458277,0.23730867526672095,-1.4086095700947703,-0.6629580802281377,-0.5123269795164009,-1.0140612888419571,0.9654799073518469,HR
Mahendragarh,Total,0.7741087723965439,0.4058582419827312,0.9085909531128998,0.8196983147232376,0.8046817907946443,0.7757052098739813,0.0663009190819529,1.5064216587878052,1.0416876716627612,-1.2871415048428547,-0.18038897700908607,-0.19894763346542507,-0.5790458963742173,1.1454100359530692,HR
Rewari,Total,0.6771013376985754,-0.011739752064871432,0.27748058051428043,-0.5519372803260222,-1.1304943854439677,-0.2804373787637217,-2.1465595585968225,-0.034603499745979906,-0.6971904528992668,-0.8518809376901568,-0.2977706507650715,-0.15073542638065948,-0.8434670172859808,1.4088791528334306,HR
Gurgaon,Total,0.4692282633457867,-0.7406380689479597,0.750813359963245,-1.7114642782027152,-2.350936503559608,-0.6175041623714991,-2.5723251188590686,0.65857138569115,-0.5552412182411421,0.5045124576229014,-0.34994028354550977,0.45191716217890954,-0.1952087853732706,0.6634543343426514,HR
Mewat,Total,-2.233121703240466,-1.4239802410258549,-3.0568858880484258,-2.5598986668929786,-3.665777459540547,-3.6136533499961865,-2.689970865773636,-2.028197385135413,-0.8036523788928603,1.6280920612031204,-0.44123714091127625,-0.030204908668745683,0.623643718095416,1.788017638100293,HR
Faridabad,Total,0.44151185343208216,-0.5356354173245912,-0.7007404970135793,-0.5802184266156971,-0.7124423891833618,-1.1867725080201892,-1.3006306164968353,-0.3324968389421022,0.5093780416947934,-0.6595565010412906,-0.11517693603353854,0.3072805409246131,-1.0567098567309512,1.228949024232208,HR
Palwal,Total,-0.556278903461304,-1.2037922078007552,-2.3942199968198756,-2.1215408994030094,-2.054254441697242,-2.055655772431349,-2.734788293169662,-0.9225547992728824,-0.3659755720303091,-0.22429593388859279,0.106544003283323,0.6206598869755887,-0.4596299062850341,1.2418011762751529,HR
Garhwa,Total,-1.167425742058503,-0.41187455727048333,-0.3462668377373558,-0.45153921099767425,-0.21887132263051665,-0.16658370963398386,-0.9028759483571058,-0.5410221763793877,-0.42748690704882986,0.947870895792393,1.4003508962381863,1.0352848679045723,1.5175577010487318,0.6107605109665787,JH
Chatra,Total,-1.0669537561213216,-0.8438986638397306,-0.12222265546484488,-0.8432330871096791,-1.2970409065348865,-1.0204862281070193,-1.30903388413359,-0.1652182715473566,-0.058418896937705564,1.3517522127550128,1.3012285939553538,0.4808444864297687,1.567883011157745,0.3042366847423532,JH
Kodarma,Total,-0.7066404272431542,-0.5029868468808696,0.4804877503668371,0.6726363540169253,0.7446711010088476,0.3172943841674038,-0.17011101043208335,-0.6046109468616369,-0.3919995983842987,0.6280049906290155,-0.03561824604337062,-0.18448397133999528,0.7976498750825117,1.0605858324696353,JH
Giridih,Total,-1.1930634212286801,1.2364986155974171,0.6351097916534987,-1.152911638981625,-0.34765830857531604,0.16149462641092016,-0.7174438425060488,0.3263057381262448,-1.0000154868365998,0.9671033394572801,0.3869557794781777,0.6327129387467803,0.6603214864799508,1.18910735289908,JH
Deoghar,Total,-1.0475522691817278,0.05659446514291798,0.4184285637279725,0.0928728550785784,0.5727303606113404,0.04089962160902652,0.011959788364271631,-1.0451493657882096,-0.30919587816705923,0.8658799517473504,0.42217028160497333,-0.4303662274722996,1.118367105607747,0.559351902794801,JH
Godda,Total,-1.7543207219812096,0.12037306787018819,0.21542139387541584,0.17488817931863695,0.6199297795439896,-0.08418960697430432,-0.294479371456055,-0.6853858715282775,-0.491364062644986,1.7991595864329022,0.5486816410975354,0.7194949114993581,1.1158081915344074,1.5965205726604201,JH
Sahibganj,Total,-1.5208099684582435,-0.2395204760908365,0.43841372552692853,0.2561964749014543,-0.10963838167209991,-0.3778122273615238,-0.8076389151405508,-0.6292444345259315,-0.6191183738372983,1.4175474147664668,0.5186841022487835,0.656819042289163,1.4348194793440834,0.9314217044380438,JH
Pakur,Total,-1.9878314755041755,0.5751752468420319,0.8223392021910892,0.29296196507803207,0.6280211085038727,0.9487328254593062,0.34697005814956505,0.14069527293481476,-0.5126564478437047,1.5815293028565536,0.4704271919268786,0.5145930313891047,1.193428585092377,1.181396061673314,JH
Dhanbad,Total,0.03200189695708861,0.03457566182040809,0.7707985217622011,0.9101979828501991,0.766247978235202,0.3195414960581224,0.3396872261977111,-0.6865316151405704,-0.3387686353875019,0.22716037529769378,0.9803853523556604,0.9436816744435177,0.8283568439625875,0.8992913243306827,JH
Bokaro,Total,-0.310988675725013,-0.21066825104754766,0.9085909531128998,0.24983321698627706,0.5201367223721028,0.48133355218985524,-0.027815678449701352,-0.6527321785779336,-0.3269395324993248,0.360775247074801,2.1229003102472532,2.4141539905288663,1.523528500553191,1.1646882640174858,JH
Lohardaga,Total,-0.5396490575130809,-0.8613618526817212,0.49626550968180166,-0.053482076970491586,0.26391130530915086,-0.21452209663597785,-0.6916738217533338,0.08111660509559038,-0.31629333989996544,0.5541119176007664,1.0834203770970254,0.9147543501926586,1.3000500048148622,0.5812005612678067,JH
Purbi Singhbhum,Total,0.2488828045318312,-1.2478298144457753,0.8149762478441046,0.5552695969147725,0.7460196558354953,0.43489323978167227,-0.39811967230936485,-0.7369443340814528,0.42657432147755386,0.31623695648243216,2.6132948583833704,2.9565413202324784,1.442496221564102,0.6808047396006263,JH
Palamu,Total,-0.6789240173294492,-0.8044166716752299,0.5078358665127763,0.2597316181876635,-0.2647221867365191,-0.14860681450823507,-0.5073621515871776,-0.5261275094195818,-0.7255802998308918,0.9286384521275066,0.423474522424484,-0.2640341130298584,0.9349782636850726,0.2329072409040114,JH
Latehar,Total,-1.1404022423926403,-1.140013605073485,-0.7438663724744846,-0.7103116995482044,-0.47711957193343935,-0.7673116217527334,-0.6927942574382346,-0.32275801823761346,-0.3257566222105071,0.8061581529984916,1.0938543036531128,0.7315479632705496,0.9622733471340289,-0.3705012975122317,JH
Hazaribagh,Total,-0.36226403406536767,1.0368108475346542,0.9085909531128998,0.039845705785436926,0.832327164740911,1.2363631474712764,0.24781150003585808,0.5537358451663611,-1.0638926424327557,1.3213851964420342,0.5134671389707398,0.30004870986189797,1.2079290981746345,0.5432867127411204,JH
Ramgarh,Total,0.45883460962814787,0.6693246127727643,0.7697466711412043,0.23852075847040713,0.5147425030655145,0.9225165200675906,-0.34713984864638525,-0.5977364851878803,-0.4901811523561683,0.25044175447097733,1.2725352959261131,0.5459309659942024,1.1396913895522442,0.9937546418463246,JH
Dumka,Total,-1.1099141914875643,0.19705924495892987,0.6119690779915494,0.9794867912599042,1.1135008460968348,0.5554882445835658,0.2842256597951286,-0.55648971514534,0.7790815875452302,0.766681031791619,2.7202426055832682,3.4241997289547035,1.7572426525848788,1.2212377330064412,JH
Jamtara,Total,-1.4515189436739804,-0.4058004046297911,0.3700434351620775,0.4916370177630023,0.13782142901764513,-0.42125639058208164,-0.46478559556095317,-0.7953772583083841,-0.1672466435089345,0.8010969836129954,1.2034105324920326,1.1943851512842987,1.3554931430705544,1.144124820748775,JH
Ranchi,Total,0.3576697134431235,0.09759499546759162,0.7276726463012958,0.4060865502367345,1.0177534534048895,0.36373469657558677,-0.0507846099901644,-0.2918229407057085,-0.4050116115612934,0.44985182825953873,0.8603951969606527,-0.03743673973146057,0.9332723209695126,0.576059700450629,JH
Khunti,Total,-0.5971606080840189,-0.4255414007120412,0.4152730118649793,0.7398040764549048,1.0609072078575972,0.7944311422966356,0.34528940462221397,0.19970106896789286,0.3023687411516949,0.39215449726487944,2.918487210148933,4.73075054095185,1.7853907073916147,0.5702762320313038,JH
Gumla,Total,0.011907499769651936,0.060390810543350784,0.178606622140497,-0.17721209198782167,-0.1575120780180731,0.21917049827269508,-0.8759854919194905,0.4414529711616692,-0.16488082293129916,0.9721645088427764,1.4499120473796023,0.7942238324807448,1.2591073796414274,1.151836111974541,JH
Simdega,Total,-0.6380423127067343,-0.7178599965453631,0.2869472361032601,-0.35114114166932625,-0.08941005927239336,0.4026846360147074,-1.17009985920591,-0.19157037463009052,0.9186650016257198,0.30307791608014106,2.1059451795936104,1.782574077718438,1.278725720870365,1.548967610101526,JH
Pashchimi Singhbhum,Total,-1.2512678820474605,-1.0648459661449166,0.04291789203179315,-0.46780087011423693,-0.36856090838834654,-0.9583161324638071,-0.6300498590837986,-1.3252836789937936,-0.9586136267279798,2.3477903478207205,2.2115886859739975,1.310094448287736,2.8968123865788,1.7963715369282067,JH
Saraikela Kharsawan,Total,-0.5403419677609234,-0.655599931978266,0.6687690115254243,0.25407538892972853,0.8909892997000598,0.804917664453322,-0.447418842444993,-0.2500032988570223,-0.6415936693248346,0.9002959035687261,0.35434975899040394,0.31692298234156596,1.6796222590269092,1.6710630545094978,JH
Kupwara,Total,-0.10311560137222425,-0.7125451129847573,0.7076874845023398,0.9391861577971162,0.7230942237824942,0.5435036478330674,0.6797394565650567,0.6041485641072429,1.4687182859259529,-0.5492230084374672,-2.015455810060994,-1.5898698078609104,-1.5812872417655783,0.398700002257995,J
Badgam,Total,-0.7101049784823676,0.8257340432705933,0.5267691776907356,1.1010957203055085,1.3144355152672544,1.2108958793764664,1.4169861372296817,0.227771787469066,-0.10218657762396059,-1.5999217728665374,-2.135445965456001,-1.60433346998634,-2.0444506890400542,-0.031204483578497526,J
Leh(Ladakh),Total,0.24611116354046025,0.342079639255461,0.6898060239453786,1.027564739952352,0.7831049135682909,0.8094118882347582,1.2657273197680943,0.45520189450918225,1.9205900162543168,-1.58170156307875,-1.0737939383740873,-0.044668570794175244,-1.374015201825067,-0.8094022897787855,J
Kargil,Total,-0.07262755046714874,-0.42933774611247405,0.7886799823191621,0.9611040461716148,0.7743393071950849,0.9262617065521211,0.9419214068318084,0.5285294856959201,1.2948304734697504,0.3395183356557157,-1.793734870744132,-1.0981052955963022,-1.073769283886549,-0.45339767818922355,J
Punch,Total,-0.12944619079024483,-0.8165649769566148,0.6771838164934058,1.2630052828139,0.9274002800195325,0.6461217575092133,1.4354733260305423,1.1953522680503166,2.572373585392873,-0.8711133813550437,-0.37341661829670686,0.37477763084328464,-0.9117047259083714,-0.8081170745744912,J
Rajouri,Total,0.07080487083627501,-0.7846756755929797,-0.3105039166234337,-0.5802184266156971,-0.8290923816883368,-1.66016407966489,-0.8737446205496888,0.11434316985208083,1.4545233624601404,0.043946043542720796,-1.2355197999934453,-0.8353487669843299,-0.8596734730837987,-0.6474651740376853,J
Kathua,Total,0.8018251823102495,1.1765163582705798,0.44788038111590817,1.5033950262761417,1.0845069173239215,0.6940601445112083,0.5340828175279732,-0.7357985904691597,1.525497979789203,-0.48039110479471503,-0.6942598598964006,-0.8281169359216151,-1.1795377322512544,-1.0343149505303137,J
Baramula,Total,-0.0622338967495089,-1.214421974921967,0.6372134928954937,0.7843468818611432,1.0022450728984473,0.9614664595067112,0.9548064172081652,0.8980318006603409,2.7237861023615393,-0.7749511630306105,-0.7946864029987438,0.05175584337535567,-1.71435077357924,-0.18414509288953693,J
Bandipore,Total,-0.4509565457892243,-0.5272834574436389,0.6614060571784411,0.5361798231692408,-0.16492912956463218,0.9097828860201855,-0.18971863491784474,0.6980995403152508,1.0499680436844852,-1.5887872002184453,-1.8798147648318548,-1.3921997588133717,-1.9651243527665252,-0.6140495787260295,J
Srinagar,Total,0.4456693149191381,0.7877705892662658,0.5572728456996681,1.242501451753886,1.2470077739348988,0.6558592423689932,1.5491975480479578,0.9106349803955615,0.7270335348372513,-0.9429819866290938,0.5447689186390029,1.6186525736302353,-0.8289665042037226,-1.2862171305720256,J
Ganderbal,Total,-0.47105094297666045,0.19781851403901626,0.5036284640287864,1.15412286959865,0.8727838095403241,1.0206404059622993,0.7951443321098235,0.6161788720363176,1.9761867998287488,-1.1970526897810172,-2.085884814314585,-1.3753254863337039,-2.0947759991490673,-1.0876513815085331,J
Pulwama,Total,0.018836602248077833,-1.1886068261990244,0.9085909531128998,1.3082551168773808,1.0777641431906861,1.1382392615765677,1.163767672442136,0.42999553503874127,1.1363204947681778,-1.3640712795024015,-1.3281208981787227,-0.6039301729774554,-1.8277959641639643,-0.8961543160686607,J
Shupiyan,Total,-0.16824916466943124,-1.3974058232228255,0.7581763143102281,0.3410399137704808,0.2618884730691801,0.5734651397093147,0.6007487407795614,0.08627245135090807,0.7045582393497147,-1.3579978762398053,-1.581143617163847,-0.922130739736908,-1.8619148184751595,-1.2399493832174255,J
Anantnag,Total,-0.17448535690001513,-1.0504198536232723,0.7686948205202061,0.6768785259603768,0.7210713915425234,0.8573502752367532,0.13184640664864078,0.5921182561781692,0.4182939494558299,-1.8236254597054822,-1.981545548753709,-1.2813116825184112,-2.106717598157986,-1.9468177455793716,J
Kulgam,Total,-0.4183897641406208,-1.2630151960475062,0.6519394015894615,1.1661423567717621,1.0979924655903928,0.6655967272287742,0.8774963549500209,0.23636486456126177,1.8259571931489003,-1.5533590145199696,-1.714176180753964,-1.2475631375590752,-1.9318584698131098,-0.5915583126508765,J
Doda,Total,-0.8985765658955627,-1.2409963927249963,-1.2045769444714778,-1.2165442181333948,-0.7056996150501257,-1.1013822561728857,-1.1258426496523342,-0.4304579177931347,2.1311480476638685,0.002444454581649962,-0.9681504319937002,-0.2543916716129053,-1.2008620161957513,-1.563181007097479,J
Ramban,Total,-1.5998017367123032,-0.6297847832553234,-0.2926224560664726,-0.2910437058037653,-0.14132942009830804,-0.6691877358580247,-0.8507756890092257,1.2640968847878833,1.857895770946978,-0.2678219906038625,-0.5690527412233495,0.0011330259363518823,-1.2059798443424306,-1.235451130002395,J
Kishtwar,Total,-1.1119929222310923,-0.24407609057135596,0.19333253083446483,0.6139529754658489,0.6967974046628753,0.30755689930762387,-0.4709479918279067,0.881991390088242,1.4651695550594996,-0.7040947916336594,-0.557314573847751,0.1746969714415077,-1.1897733885446127,-0.7297189471125296,J
Udhampur,Total,0.20107199743068996,1.5204652515497865,0.6172283310965376,1.719745795392159,1.203854019482191,0.25212813933656647,0.5492086992741316,-0.7054363847434011,1.0251269276193131,0.6988613620259658,-0.9603249870766345,-0.6666060421876505,-0.4715715052939525,0.10117268246383071,J
Reasi,Total,-0.26941406085445563,-1.0549754681037915,0.5435987876266984,1.0812989179027357,0.4176465555469222,-0.11040591236602097,0.732399933755387,0.5124890751238211,1.7608971272639262,-1.0948170681939884,-0.4138480837015462,-0.20135824381966327,-0.8682031866615973,-0.09418002858892571,J
Jammu,Total,1.20787058754603,0.6336389660086963,0.7245170944383026,0.8253545439811726,0.9449314927659452,0.590692997538157,0.0663009190819529,-0.6584608966393972,2.6007634323244972,-1.3134595856474365,-0.897721427740109,-0.07359589504503458,-1.3919276003384446,-1.4275908030444149,J
Samba,Total,0.9230844756827096,-0.42402286255186816,-0.7638515342734422,0.05398627893027485,-0.12986670407180742,0.01992657729565362,-1.4630937908074289,-1.3327310124736969,2.6007634323244972,-1.6809004830344814,-2.0037176426853955,-1.491034783337141,-2.037626918177815,-0.6403964904140659,J
Belgaum,Total,0.46229916086736084,1.1423492496666847,0.9085909531128998,0.5227462786816451,0.4473147617331586,0.2813405939159072,0.25677498551506306,1.494964222664878,-0.910114304886454,0.04900721292821771,1.4499120473796023,2.018813892433789,0.4786385872728358,0.6698804103641234,KA
Bagalkot,Total,-0.5909244158534356,0.04900177434205264,0.6245912854435208,0.5156759921092267,1.1755343681226014,0.9929260259767705,0.7441645084468442,1.741299099307825,-0.4369501893593715,1.121975122653472,0.5239010655268276,0.11443171258555081,0.9989511155185637,0.43211559756965084,KA
Bidar,Total,0.30292980386355634,-0.0724812784717955,0.15125850599455626,-4.54927677350113e-4,0.21131766706991323,0.04913903187499437,-0.5891539565849248,0.6986724121213974,-0.46060839513572566,0.6664698779587883,0.3934769835757325,0.9099331294841821,0.5554060094730251,0.8498105389653459,KA
Raichur,Total,-1.5263532504409847,-0.8697138125626732,0.29851759293423474,-0.14186065912572737,-0.04490774999303874,0.3113020857921545,-0.23621671584122145,0.6012842050765113,-0.8509687904455686,0.09961890678318257,1.8672691096231067,2.5250420668238274,0.7089408538734041,0.9462016792874294,KA
Koppal,Total,-0.8057265926846502,0.4741924591905206,0.6035542730235666,0.7065737295645361,0.5956557926643417,0.8056667017502276,0.07750527593095952,1.8157724341068553,-0.4960957038002568,1.9823739181878746,0.7586644130387984,0.7652965082298856,1.4510259351419008,0.7855497787506235,KA
Gadag,Total,0.13663134438132496,0.5425266763983103,0.10918448115464921,0.6217302906955097,-0.26067652225657756,-0.8347249784742883,-0.21941018056771153,1.1798847292843642,-0.732677761563798,-0.1433172237206493,2.936746581622087,4.7910157998078065,0.44451973296164066,0.9526277553089022,KA
Dharwad,Total,0.3930081360830979,-0.6419330885367082,0.6456282978634751,-0.28326639057410463,0.33943037560138967,0.2139272371943524,0.010279134836920598,0.6528426676296865,-0.7918232760046834,0.11986358432516807,1.7238026194769018,2.4286176526542955,0.7004111402956051,-0.3325874489855453,KA
Uttara Kannada,Total,0.954265436835627,0.9677173612467785,0.6877023227033837,0.5793085712609959,0.6495979857302261,0.6858207342452405,0.38002291085413425,0.8762626720267777,-0.4132919835830174,0.17047527818013292,-0.2977706507650715,-0.8257063255673768,-0.2378573532622647,-0.5253697296297124,KA
Haveri,Total,-0.00887980766562674,-0.1028520416752574,0.69822082891336,-0.11357951283605253,0.12366160333785084,0.9180222962861533,-0.24181889426572475,1.8444160244141747,-0.6971904528992668,0.767693265668718,-0.02388007866777208,-0.07841711575351125,0.34216317002805463,0.5156545858487898,KA
Bellary,Total,-1.0205287695158654,-0.4824865817185325,0.750813359963245,0.3177079680814987,0.5147425030655145,0.7757052098739813,0.4416468735236695,1.0137519055019113,-0.6735322471229127,1.3446665756153175,0.823876454014346,0.7411904046875025,1.7410361967870605,1.0554449716524577,KA
Chitradurga,Total,0.2682842914714249,0.42863631438532773,0.47733219850384384,-0.021665787394607505,-0.26741929638981277,-0.9395902000411528,-1.4855025045054417,0.8590765178423861,0.6158399676883868,-0.770902227522213,1.462954455574712,2.042919995976172,-0.2549167804178626,0.5477849659561513,KA
Davanagere,Total,0.22670967660086655,0.299560570770614,0.9085909531128998,0.8338388878680755,0.6630835339966975,1.1652046042651898,0.6489274752302892,1.5465226852180525,-0.18853902870765318,1.0308740737145354,0.2369680852344181,-0.5123269795164009,0.7686488489179955,0.644176106278235,KA
Shimoga,Total,0.5385192881300497,0.1401140639524386,0.10918448115464921,0.7277845892817926,-0.1797632326577504,-1.2616762377108064,-0.2586254295392343,0.7215872843672533,-0.6380449384583816,-0.09270552986568445,-0.8194669785694518,-1.1872978787031183,-0.1952087853732706,-0.13337909231990633,KA
Udupi,Total,1.2591459458863843,-0.15600087728131612,0.6561468040734515,0.1338805171986077,-0.0651360723927453,0.5659747667402524,-0.3202493922087699,1.093953958362406,0.9825421572218759,-1.5300776353466858,0.04133196230777546,-0.8739185326521424,-0.9031750123305725,0.020846732195427743,KA
Chikmagalur,Total,0.10891493446762039,0.5273412947965791,0.9085909531128998,-0.396390975732807,-0.6382718737177698,0.06411977781311802,-1.194189226431274,1.1569698570385083,-0.44877929224754853,-1.5300776353466858,0.22392567703930885,-0.5364330830587836,-0.7069916000411997,0.13009002456045551,KA
Tumkur,Total,0.1643477542950305,-0.353410838103819,0.39318414882402675,-0.014595500822188039,0.10343328093814427,-0.07819730859905506,-0.09616225522864069,0.5554544605848003,-0.6498740413465586,-0.770902227522213,0.7325795966485795,0.6206598869755887,-0.5875756099520163,-0.13337909231990633,KA
Bangalore,Total,1.3284369706706471,-0.6419330885367082,-1.174073276462544,-0.29740696371894254,-0.793355678782188,-0.27294700579465936,-0.7404127740465122,0.7158585663057889,0.40291611570119984,-0.8215139213771779,1.0847246179165362,0.9822514401113301,-0.5193379013296258,-0.26832668877082294,KA
Mandya,Total,0.2752133939498508,0.01863101113859047,0.9085909531128998,-0.410531548877645,-0.15953491025804384,0.603426631585561,-0.813241093565054,1.6725544825702583,0.33194149837213754,-1.7831361046215102,0.34130735079529423,0.45191716217890954,-1.073769283886549,-0.04341402801929463,KA
Hassan,Total,0.3375753162556878,0.24641173516455553,0.6771838164934058,0.657081723557604,0.43382921346668724,0.26635984797778356,0.20075320127003074,1.3116452446980336,-0.6971904528992668,-0.9328596478581007,-0.1934313852041953,-0.295372047634956,-0.5534567556408212,-0.1783616244702117,KA
Dakshina Kannada,Total,1.0997765888825797,-0.0421105152683336,0.04607344389478637,0.5015354189643888,0.5484563737316923,0.8431185665955362,-0.5107234586418796,0.6986724121213974,1.00620036299823,-1.246652149758883,-0.45427954910638546,-0.8739185326521424,-0.9543532937973656,-0.10124871221254512,KA
Kodagu,Total,1.0096982566630381,-0.444523127714205,0.372147136404074,0.7207143027093731,0.7035401787961105,-0.31788924360903026,0.6265187615322759,1.397576015619992,0.01255572039135676,-0.6494341622702975,-0.5455764064721524,-0.8498124291097597,-0.6131647506854129,-0.5960565658659072,KA
Mysore,Total,0.1851350617303092,0.32993133397407615,-0.742814521853488,-0.07822807997395821,-1.029352773445434,-0.6774271461239926,-0.5219278154908863,0.6872149759984695,-0.011102485384997276,-1.125184084506967,-0.42819473271616654,-0.030204908668745683,-0.6814024593078034,0.2714636970328449,KA
